Role,Company,Location,City_Key,State,Salary,Real_Wage,Unemployment_Rate,Cost of Living Index,description,Latitude,Longitude
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,148531.9,225938.39367204136,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.741013,-90.341406
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,198437.75,301852.37298448436,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.741013,-90.341406
Software Engineer,Boeing,"Robertson, Saint Louis County",robertson,MO,132811.38,202025.22056586554,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.777448,-90.373536
Software Engineer,Boeing,"Maryland Heights, Saint Louis County",maryland heights,MO,164056.02,249552.8141162154,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.72616,-90.4419
Software Engineer,Boeing,"Robertson, Saint Louis County",robertson,MO,159637.42,242831.48767873444,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.777448,-90.373536
Software Engineer,Boeing,"Robertson, Saint Louis County",robertson,MO,122268.3,185987.67873440828,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.777448,-90.373536
Software Engineer,Boeing,"Maryland Heights, Saint Louis County",maryland heights,MO,125652.66,191135.77730453303,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.72616,-90.4419
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,159413.03,242490.15819896563,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking a Software Engineer–Systems to support our Air Proprietary 2 Mission Systems , Batt lespace Picture team l o cated in Berkeley, Missouri. This position will focus on supporting the Boeing D…",38.741013,-90.341406
Software Engineer,Boeing,"Robertson, Saint Louis County",robertson,MO,150238.75,228534.75813811988,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is looking for Real Time Software Engineers (Experienced, Senior) for a Phantom Works Proprietary program located in Berkeley, MO . This position will focus on developing Vehicle Management System (VMS) softwar…",38.777448,-90.373536
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,176591.84,268621.600243383,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking a Software Engineer–Vehicle Management Systems (Experienced or Senior) to join the Bombers and Fighters and Phantom Works division located in St. Louis, MO . This position will focus on sup…",38.741013,-90.341406
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,140019.48,212989.7779129906,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking a Associate Vehicle Management Systems (VMS) Software Engineer to join the Air Dominance division located in Berkeley , MO . This position will focus on supporting the T-7A Program for the …",38.741013,-90.341406
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,194712.11,296185.1384240949,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking Real Time Software Engineers ( Associate, Experienced, and Senior ) to join the F/A-18 Mission Systems organization located in Berkeley, MO. This position will focus on supporting the Boein…",38.741013,-90.341406
Software Engineer,Boeing,"Robertson, Saint Louis County",robertson,MO,168159.64,255795.01064800733,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Tapestry Solutions, A Boeing Company, brings over 30 years of industry experience designing, implementing, training, and supporting high-quality, cost-effective information technology and business intelligence solutions. With a d…",38.777448,-90.373536
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,208676.78,317427.41101308184,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking Back-End Software Engineer Lead (Associate, Mid-Level or Senior) to support our Model-Based Engineering Software team located in Berkeley, Missouri. This position will focus on supporting t…",38.741013,-90.341406
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,212536.81,323299.07210222085,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking Full Stack Software Engineer Lead (Associate, Mid-Level or Senior) to support our Model-Based Engineering Software team located in Berkeley, Missouri. This position will focus on supporting…",38.741013,-90.341406
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,179839.52,273561.7888652266,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is looking for a Software Engineer (Associate, Experienced & Senior) to join the F-15 Mission System Software Development Team located in Berkeley, MO. This position will focus on supporting the Boeing Defense,…",38.741013,-90.341406
Software Engineer,Boeing,"Kinloch, Saint Louis County",kinloch,MO,128963.34,196171.79799209005,3.25,65.74,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking a Communications Software Lead Engineer–Developer to support our Air Proprietary 2 Mission Systems team l o cated in Berkeley, Missouri. This position will focus on supporting the Boeing De…",38.741013,-90.341406
Software Engineer,Tailored Management,"Redmond, King County",redmond,WA,86216.71,100826.46474096597,3.6,85.51,"Research Software Engineer Location: Fully Onsite - Redmond, WA Duration: 12-month contract with probable extension/conversion Pay Rate: $85/hr on W2 Benefits: Medical, dental, vision; paid vacation/sick leave; 401k Our client in Redmond, WA is seeking for a Research Engineer for their team that researches new wearable AI devices and interaction models. This role combines development of interactive AI experiences and research of human behavior. Key Responsibilities Implement user interfaces for…",47.670119,-122.118237
Software Engineer,Robert Half,"Glendale, Maricopa County",glendale,AZ,156000.0,244399.1853360489,3.25,63.83,"Job Description Job Description Job Title: Software Engineer Employment Type: 52 Week Contract Location: Glendale, CA (Hybrid) About the Role We are seeking a skilled Software Engineer to join our dynamic team and contribute to the development of media platforms, applications, and shared services. This role is integral to designing, building, testing, and deploying software solutions that support media fulfillment and content supply chain operations. Key Responsibilities Software Development: D…",33.534925,-112.184751
Software Engineer,ESMART TECH INC,"San Diego, San Diego County",san diego,CA,104422.36,137250.35816775836,4.2,76.08166666666666,"Job Description Job Description About eSmart Tech Inc. (https://esmarttech.com): The eSmart Tech Inc. team, located in San Diego, California, researches, designs, and engineers its clients' ideas and concepts to convert them into innovative products and hardware. The eSmart team, with a combined 45 granted and 10 pending US Patents, prides itself on constantly devising original ideas that bring simplicity to the digital world. REQ 102181540001 Location: San Diego office Responsibilities: You wi…",32.726967,-117.164709
Software Engineer,Leidos,"Encinitas, San Diego County",encinitas,CA,153688.52,202004.6704199435,4.38,76.08166666666666,"Job Description Description Unleash your curiosity. Solve what others can’t. At Leidos , we’re not just writing code—we’re decoding the unknown. Our San Diego research and engineering team tackles some of the most complex challenges in national defense using advanced signal processing, ocean remote sensing, and high-performance computing . We’re looking for a Software Engineer / Computer Scientist who thrives on solving hard problems and pushing the boundaries of performance. You’ll join a cros…",33.036987,-117.291982
Software Engineer,Eterna Insurance Solutions,"Irvine, Orange County",irvine,CA,168994.03,222121.88218799976,4.38,76.08166666666666,"Job Description Job Description Job Title: Software Engineer Location: Irvine, CA Company: Eterna Insurance Solutions About Us: Eterna is a fast-growing tech-enabled insurance agency that is changing the way families across America purchase and access life and health insurance products. Founded by a team of Silicon Valley software engineers and one of the largest retail sales organizations in the country, our approach blends a modern tech platform with a proven sales structure to provide our te…",33.751486,-117.75493
Software Engineer,Amtec Enterprise,"Irvine, Orange County",irvine,CA,96485.13,126817.84485969026,4.38,76.08166666666666,"Job Description Job Description TITLE: Embedded Software Engineer III Location: Irvine, CA - ONSITE Pay: $55-$58.65 - can go higher for the right candidate Contract for 6 months with possibility of conversion/extension. NOTE: This position is subject to meeting U.S. export compliance and/or U.S. Government contracting citizenship eligibility requirements. US Citizens ONLY Design and develop embedded software for ammunition handling systems, thermal management systems, aeromechanical systems, tu…",33.751486,-117.75493
Software Engineer,Akkodis,"Santa Clarita, Los Angeles County",santa clarita,CA,112242.08,147528.41902341784,4.38,76.08166666666666,"Job Description Job Description Akkodis is seeking a Software Engineer II/Medical Data Specialist II for a Contract with a client in Valencia, CA(Hybrid). This role focuses on designing and managing scalable data infrastructure to support advanced analytics and real-time data delivery. Rate Range: $47/hour to $63/hour; The rate may be negotiable based on experience, education, geographic location, and other factors. Software Engineer II/Medical Data Specialist II job responsibilities include: D…",34.49,-118.62
Software Engineer,"TalentBurst, Inc.","San Diego, San Diego County",san diego,CA,108826.52,143039.08519354204,4.2,76.08166666666666,"Job Description Job Description Job Title: AI SW Integration Engineer Posting Location: San Diego, California Duration : 6 Months Position Summary: The scope of this role focuses on developing integration and automation solutions to streamline engineering and validation workflows across multiple teams. The ideal candidate will build backend tools and services that automate test generation, improve requirements traceability, and optimize team workflows. Contract Timeline: This position is for 4 …",32.726967,-117.164709
Software Engineer,Capital One,"Chicago, Cook County",chicago,IL,245316.39,317233.1436699858,4.5,77.33,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",41.877521,-87.611233
Software Engineer,Capital One,"Petersburg, Alaska",petersburg,AK,235708.42,314277.89333333337,3.8,75.0,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",56.895139,-133.463889
Software Engineer,Capital One,"Newport News, Newport News City",newport news,VA,245235.0,370389.6692342546,2.7,66.21000000000001,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",37.036263,-76.47366
Software Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,238138.47,336401.28549230116,3.7,70.79,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",39.792089,-85.612015
Software Engineer,Capital One,"Richmond, Richmond County",richmond,VA,233944.84,353337.6227156018,2.6,66.21000000000001,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",37.56,-77.45
Software Engineer,Capital One,"Williamsburg, Fremont County",williamsburg,CO,229176.33,318212.06609275204,4.6,72.02,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",38.381944,-105.151933
Software Engineer,Capital One,"Goochland, Goochland County",goochland,VA,237948.92,359385.16840356437,2.7,66.21000000000001,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",37.684142,-77.885374
Software Engineer,Capital One,"York, York County",york,ME,241553.42,322071.2266666667,3.8,75.0,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",43.161769,-70.648292
Software Engineer,Capital One,"Norfolk, Norfolk County",norfolk,MA,236132.98,293478.7223465076,3.8,80.46,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",42.119444,-71.325556
Software Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,259387.84,366418.75971182366,3.7,70.79,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",39.85254,-87.250569
Software Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,225355.77,263543.1762366974,3.6,85.51,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",38.912068,-77.019023
Software Engineer,Capital One,"Dover, Pope County",dover,AR,247390.67,329854.2266666667,3.8,75.0,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",35.401471,-93.114341
Software Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,233187.95,315758.903182126,2.7,73.85,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",38.375981,-75.64106
Software Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,231095.4,351529.3580772741,3.25,65.74,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",38.607544,-91.641558
Software Engineer,Capital One,"New York City, New York",new york city,NY,233113.69,273302.8782460871,4.1,85.295,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",42.1,-74.9
Software Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,237194.22,321183.7779282329,2.7,73.85,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",39.296337,-76.621054
Software Engineer,Capital One,"McLean, Pierce County",mclean,NE,246817.1,329089.4666666667,2.8,75.0,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",42.392,-97.475
Software Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,218649.47,330236.3238181543,2.7,66.21000000000001,"Job Description Lead Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One L…",38.41421,-78.892628
Software Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,191511.39,270534.5246503743,3.7,70.79,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",39.792089,-85.612015
Software Engineer,Capital One,"York, York County",york,ME,194257.7,259010.2666666667,3.8,75.0,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",43.161769,-70.648292
Software Engineer,Capital One,"Norfolk, Norfolk County",norfolk,MA,189897.67,236015.0012428536,3.8,80.46,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",42.119444,-71.325556
Software Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,181231.52,211941.90153198453,3.6,85.51,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",38.912068,-77.019023
Software Engineer,Capital One,"McLean, Pierce County",mclean,NE,202539.83,270053.10666666663,2.8,75.0,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",42.392,-97.475
Software Engineer,Capital One,"Goochland, Goochland County",goochland,VA,191358.77,289017.9278054674,2.7,66.21000000000001,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",37.684142,-77.885374
Software Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,179424.77,270993.46020238625,2.7,66.21000000000001,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",38.41421,-78.892628
Software Engineer,Capital One,"Chicago, Cook County",chicago,IL,197283.7,255119.22927712405,4.5,77.33,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",41.877521,-87.611233
Software Engineer,Capital One,"Dover, Pope County",dover,AR,198951.84,265269.12,3.8,75.0,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",35.401471,-93.114341
Software Engineer,Capital One,"Richmond, Richmond County",richmond,VA,188138.5,284154.2063132457,2.6,66.21000000000001,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",37.56,-77.45
Software Engineer,Capital One,"Newport News, Newport News City",newport news,VA,187633.22,283391.05875245424,2.7,66.21000000000001,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",37.036263,-76.47366
Software Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,180421.86,274447.61180407665,3.25,65.74,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",38.607544,-91.641558
Software Engineer,Capital One,"Williamsburg, Fremont County",williamsburg,CO,175346.31,243468.91141349627,4.6,72.02,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",38.381944,-105.151933
Software Engineer,Capital One,"Petersburg, Alaska",petersburg,AK,183565.19,244753.58666666667,3.8,75.0,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One…",56.895139,-133.463889
Software Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,169179.14,229084.82058226137,2.7,73.85,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are passionate about marrying data with emerging technologies. As a Capit…",38.375981,-75.64106
Software Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,184425.17,260524.3254696991,3.7,70.79,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are passionate about marrying data with emerging technologies. As a Capit…",39.85254,-87.250569
Software Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,172085.55,233020.37914691944,2.7,73.85,"Job Description Senior Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are passionate about marrying data with emerging technologies. As a Capit…",39.296337,-76.621054
Software Engineer,Capital One,"Longview, Oktibbeha County",longview,MS,179173.23,238897.64,3.8,75.0,"Job Description Sr. Software Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One So…",33.403889,-88.921111
